Year,Day_cab,Sleeper,Bus
2005,0.16281833735423162,0.1501037254608256,0.14126995261307565
2006,0.16281833735423162,0.1501037254608256,0.14126995261307565
2007,0.16281833735423162,0.1501037254608256,0.14126995261307565
2008,0.16281833735423162,0.1501037254608256,0.14126995261307565
2009,0.16281833735423162,0.1501037254608256,0.14126995261307565
2010,0.16281833735423162,0.1501037254608256,0.14126995261307565
2011,0.16281833735423162,0.1501037254608256,0.14126995261307565
2012,0.16281833735423162,0.1501037254608256,0.14126995261307565
2013,0.16281833735423162,0.1501037254608256,0.14126995261307565
2014,0.16281833735423162,0.1501037254608256,0.14126995261307565
2015,0.16281833735423162,0.1501037254608256,0.14126995261307565
2016,0.16281833735423162,0.1501037254608256,0.14126995261307565
2017,0.16281833735423162,0.1501037254608256,0.14126995261307565
2018,0.16281833735423162,0.1501037254608256,0.14126995261307565
2019,0.16281833735423162,0.1501037254608256,0.14126995261307565
2020,0.16281833735423162,0.1501037254608256,0.14126995261307565
2021,0.1602078159217,0.14776097255981613,0.13903614458928357
2022,0.15759729448916837,0.14541821965880666,0.13680233656549148
2023,0.15498677305663675,0.1430754667577972,0.1345685285416994
2024,0.15237625162410512,0.14073271385678773,0.13233472051790732
2025,0.1497657301915735,0.13838996095577827,0.13010091249411523
2026,0.14715520875904187,0.1360472080547688,0.12786710447032315
2027,0.14454468732651024,0.13370445515375934,0.12563329644653107
2028,0.14193416589397861,0.13136170225274987,0.12339948842273898
2029,0.139323644461447,0.1290189493517404,0.1211656803989469
2030,0.13671312302891536,0.12667619645073094,0.11893187237515482
2031,0.13410260159638374,0.12433344354972148,0.11669806435136273
2032,0.1314920801638521,0.12199069064871201,0.11446425632757065
2033,0.12888155873132048,0.11964793774770255,0.11223044830377857
2034,0.12627103729878886,0.11730518484669308,0.10999664027998649
2035,0.12366051586625723,0.11496243194568362,0.1077628322561944
