Segment,Year,BEV_sales,DV_sales,BEV_stock,DV_stock,BEV_VMT,DV_VMT,diesel,electricity,BEV_incentive,infrastructure_incentive,carbon_emissions
Bus,2024,5960.0,40.0,23470.0,48530.0,910310277.8246654,1882290489.255457,265715752.02971786,1709107338.3072681,415053526.10923904,5872125.925147767,3317343432.68618
Bus,2025,5990.0,10.0,29460.0,42540.0,1142639147.1970277,1649961619.8831449,232887033.34284592,2112204575.6898503,375217779.3100934,5875821.271340372,3100123348.8155375
Bus,2026,5990.0,10.0,35450.0,36550.0,1374968016.5693398,1417632750.5108328,200056788.59197795,2502051586.309975,277692274.4524754,5512205.801894009,2867261381.2875032
Bus,2027,5990.0,10.0,41440.0,30560.0,1607296885.9416518,1185303881.1385207,167225017.77711394,2878648370.1673827,194167599.35990953,4808370.799264993,2619310064.5579896
Bus,2028,5990.0,10.0,47430.0,24570.0,1839625755.313964,952975011.7661716,134391720.8982548,3241994927.262346,124639894.20038764,3837520.3404624993,2356821933.0830936
Bus,2029,6000.0,0.0,53430.0,18570.0,2072342485.903926,720258281.176138,101515839.39553413,3592675725.5917945,69226326.19418895,2669631.6735884463,2080102972.5588708
Bus,2030,6000.0,0.0,59430.0,12570.0,2305059216.493888,487541550.5861045,68639957.89281376,3930084176.5798965,27608113.99632089,1369683.376153688,1789945373.2801979
Bus,2031,6000.0,0.0,65430.0,6570.0,2537775947.08385,254824819.99607205,35764076.39009277,4254220280.2263656,0.0,0.0,1486902592.1311245
Bus,2032,6000.0,0.0,71230.0,770.0,2762735453.320813,29865313.759052947,3984057.6041273903,4549412972.38472,0.0,0.0,1178741150.9485898
Bus,2033,6000.0,0.0,71600.0,400.0,2777086318.373861,15514448.706001563,2013175.9459792885,4418317811.5389595,0.0,0.0,1064502366.4778044
Bus,2034,6000.0,0.0,71810.0,190.0,2785231403.9445095,7369363.135350741,926614.7812172738,4274575196.4812512,0.0,0.0,960079929.8745966
Bus,2035,6000.0,0.0,71920.0,80.0,2789497877.338659,3102889.741200311,374250.3988696944,4123196134.560229,0.0,0.0,863488778.1083226
