Segment,Year,BEV_sales,DV_sales,BEV_stock,DV_stock,BEV_VMT,DV_VMT,diesel,electricity,BEV_incentive,infrastructure_incentive,carbon_emissions
Bus,2024,5950.0,50.0,23460.0,48540.0,909922416.6070154,1882678350.4731069,265764440.90957162,1708412267.41554,422476256.87923944,5869737.810772706,3317586913.0852237
Bus,2025,5990.0,10.0,29450.0,42550.0,1142251285.9793777,1650349481.1007948,232935722.22269967,2111509504.7981222,385478283.4201156,5873887.693325385,3100376490.699976
Bus,2026,5990.0,10.0,35440.0,36560.0,1374580155.3516898,1418020611.7284827,200105477.4718317,2501356515.4182467,287951834.63426423,5510674.509004975,2867524184.657337
Bus,2027,5990.0,10.0,41430.0,30570.0,1606909024.724002,1185691742.3561707,167273706.6569677,2877953299.2756543,203742307.86322814,4807209.782652529,2619582529.413218
Bus,2028,5990.0,10.0,47420.0,24580.0,1839237894.096314,953362872.9838216,134440409.77810857,3241299856.3706174,132846032.06064516,3836697.591277225,2357104059.423717
Bus,2029,6000.0,0.0,53420.0,18580.0,2071954624.686276,720646142.3937881,101564528.27538788,3591980654.700066,75391141.0594924,2669115.1829809784,2080394760.3848894
Bus,2030,6000.0,0.0,59420.0,12580.0,2304671355.276238,487929411.80375457,68688646.77266751,3929389105.688168,31032682.643000226,1369441.135274645,1790246822.5916114
Bus,2031,6000.0,0.0,65420.0,6580.0,2537388085.8662,255212681.21372208,35812765.269946516,4253525209.334637,0.0,0.0,1487213702.927933
Bus,2032,6000.0,0.0,71220.0,780.0,2762347592.1031632,30253174.976702984,4032746.48398114,4548717901.492991,0.0,0.0,1179061923.2307935
Bus,2033,6000.0,0.0,71590.0,410.0,2776698457.156211,15902309.923651602,2061864.8258330382,4417622740.647231,0.0,0.0,1064832800.2454032
Bus,2034,6000.0,0.0,71800.0,200.0,2784843542.7268596,7757224.353000781,975303.6610710234,4273880125.589523,0.0,0.0,960420025.1275902
Bus,2035,6000.0,0.0,71910.0,90.0,2789110016.121009,3490750.95885035,422939.27872344403,4122501063.6685004,0.0,0.0,863838534.8467113
